source,job_id,title,company_name,location_raw,remote_status,job_type,description,tags_raw,publication_date,job_url,salary_text_raw,scrape_date
Arbeitnow,werkstudent-social-commerce-manager-tiktok-shop-berlin-125070,Werkstudent Social Commerce Manager - TikTok Shop ( m/w/d),Sportstech Brands Holding GmbH,Berlin,On-site,Side,"<h2>Wer wir sind</h2> Wir, die Sportstech Brands Holding GmbH, sind ein E-Commerce Unternehmen im Herzen der Hauptstadt Berlin. Unsere Marke Sportstech steht für Fitnessgeräte und Well-Being der Extraklasse. Aktuell beschäftigen wir ein hochmotiviertes Team mit mehr als 100 Mitarbeitern und Mitarbeiterinnen aus 25 Nationen. Sie teilen alle eine Leidenschaft für Innovationen. Bei uns zählt eine hohe Eigenmotivation, denn wir arbeiten als globales Team und unterstützen uns gegenseitig dabei, unser volles Potenzial auszuschöpfen. So wurden wir für unseren Erfolg vom Magazin Focus als Wachstumschampion 2023, im Gründerszene Wachstumsranking in den Top 50 und in der FINANCIAL TIMES als eines der am schnellsten wachsenden Unternehmen in Deutschland und Europa, im Jahr 2022, ausgezeichnet. Überzeuge dich selbst und verschaffe dir einen Einblick über unser Unternehmen: <a href=""https://youtu.be/G-RtVyyOr-o"">https://youtu.be/G-RtVyyOr-o</a> Werkstuden Social Commerce Manager - TikTok Shop (m/w/",Social Media Manager,1778286655,https://www.arbeitnow.com/jobs/companies/sportstech-brands-holding-gmbh/werkstudent-social-commerce-manager-tiktok-shop-berlin-125070,,2026-05-10
Arbeitnow,teamlead-it-service-innovation-dusseldorf-194916,Teamlead IT-Service & Innovation (m/w/d),Hochschul-IT-Services.nrw,Düsseldorf,On-site,,"Gestalte, wie Hochschulen IT-Services nutzen Du möchtest nicht nur bestehende Strukturen verwalten, sondern aktiv gestalten, wie Hochschulen IT-Services nutzen und weiterentwickeln? Bei HITS.nrw entwickelst Du gemeinsam mit Hochschulen neue Service- und Unterstützungsangebote – von strukturiertem Servicemanagement über Service Desk und Trainingsformate bis hin zu innovativen Lösungen für die Hochschul-IT. Dabei übernimmst Du eine zentrale Rolle im Aufbau einer neuen Organisation und gestaltest aktiv mit, wie Hochschulen in Nordrhein-Westfalen künftig mit IT arbeiten. HITS.nrw ist ein neu gegründeter zentraler IT-Dienstleister für die öffentlichen Hochschulen in Nordrhein-Westfalen. Unsere Mission: Moderne, sichere und skalierbare IT-Services bereitstellen, damit Hochschulen sich ganz auf Lehre, Forschung und Innovation konzentrieren können. <h2>Was dich erwartet</h2> Gemeinsam mit Hochschulen analysierst Du deren Anforderungen und Unterstützungsbedarfe rund um IT-Services und leitest d",Management|Team Leader,1778286654,https://www.arbeitnow.com/jobs/companies/hochschul-it-servicesnrw/teamlead-it-service-innovation-dusseldorf-194916,,2026-05-10
Arbeitnow,junior-business-automation-manager-schwerpunkt-ki-prozessoptimierung-berlin-440183,Junior Business Automation Manager (m/w/d) – Schwerpunkt KI & Prozessoptimierung,Sportstech Brands Holding GmbH,Berlin,On-site,,"Wer wir sind Wir, die Sportstech Brands Holding GmbH, sind ein E-Commerce Unternehmen im Herzen der Hauptstadt Berlin. Unsere Marke Sportstech steht für Fitnessgeräte und Well-Being der Extraklasse. Aktuell beschäftigen wir ein hochmotiviertes Team mit mehr als 100 Mitarbeitenden aus 25 Nationen. Sie teilen alle eine Leidenschaft für Innovationen. Bei uns zählt eine hohe Eigenmotivation, denn wir arbeiten als globales Team und unterstützen uns gegenseitig dabei, unser volles Potenzial auszuschöpfen. So wurden wir für unseren Erfolg vom Magazin Focus als Wachstumschampion 2023, im Gründerszene Wachstumsranking in den Top 50 und in der FINANCIAL TIMES als eines der am schnellsten wachsenden Unternehmen in Deutschland und Europa, im Jahr 2022, ausgezeichnet. Überzeuge dich selbst und verschaffe dir einen Einblick über unser Unternehmen: <a href=""https://youtu.be/G-RtVyyOr-o"">https://youtu.be/G-RtVyyOr-o</a> <h2>Deine Rolle</h2> Als Junior Business Automation Manager (m/w/d) übernimmst du ",Automation Engineering,1778286654,https://www.arbeitnow.com/jobs/companies/sportstech-brands-holding-gmbh/junior-business-automation-manager-schwerpunkt-ki-prozessoptimierung-berlin-440183,,2026-05-10
Arbeitnow,account-manager-managed-services-kritis-leipzig-312884,Account Manager (m/w/d) Managed Services - KRITIS,EWERK GROUP,Leipzig,On-site,,"Bist du ein passionierter Vertriebsexperte (m/w/d) mit einem starken Gespür für Markttrends und Kundenbedürfnisse? Du hast Spaß daran, Geschäftsbeziehungen aufzubauen und langfristige Erfolge zu sichern? Dann haben wir die perfekte Herausforderung für dich! Wir begleiteten Organisationen beim Betrieb komplexer IT‑Services. In diesem Umfeld übernehmen wir Verantwortung für stabile, sichere und regelkonforme IT‑Lösungen – insbesondere dort, wo Verfügbarkeit, Nachvollziehbarkeit und Compliance von zentraler Bedeutung sind. Zur Betreuung und Weiterentwicklung unserer Kunden im Umfeld kritischer Infrastrukturen suchen wir einen Account Manager (m/w/d) Managed Services. Was dich erwartet: Verantwortung für die Betreuung und Weiterentwicklung bestehender Kunden im KRITIS-Umfeld Zentrale Ansprechperson (m/w/d) für alle kaufmännischen und vertraglichen Themen im Account Weiterentwicklung von Managed‑Services‑Leistungen (Betrieb, Support, SLA‑basierte Services) Steuerung von Angebots‑, Vertrags‑",Management|Team Leader,1778286654,https://www.arbeitnow.com/jobs/companies/ewerk-group/account-manager-managed-services-kritis-leipzig-312884,,2026-05-10
Arbeitnow,ui-designer-munich-107390,UI Designer (m/w/d),COBE,Munich,On-site,Contract,"At COBE, we design and build digital products that don't just work, they feel really good to use. We're all about creating beautiful experiences, and that's exactly why we're looking for you: a UI Designer who builds interfaces with genuine instinct and doesn't just use design systems, but actively shapes them. What you’ll do You take the design lead on multiple projects and work closely with an ambitious team You internalize our brand-driven design methodology (UXi) and create meaningful user experiences that truly fit the brand You design digital interfaces with high visual quality, typography, layout, spacing, hierarchy: consistent and clean across entire flows You work component-based and actively evolve design systems (patterns, component logic, guidelines, tokens) You make design decisions with intention and can back them up, in the context of users, product goals, and brand You set qualitative guardrails to help the team move faster, stay consistent, and level up (reviews, UI ch",Media|Screen and Web Design,1778286653,https://www.arbeitnow.com/jobs/companies/cobe/ui-designer-munich-107390,,2026-05-10
Arbeitnow,mitarbeiter-fur-die-stammdatenpflege-bocholt-274000,Mitarbeiter für die Stammdatenpflege (m/w/d),reboVet Veterinär-Fachgroßhandel GmbH und Co. KG,Bocholt,On-site,Contract,"Sind Sie bereit, Ihre berufliche Zukunft in die Hand zu nehmen? Willkommen bei reboVet! Stellen Sie sich vor, Sie arbeiten bei einem Unternehmen, das seit über 45 Jahren die Bedürfnisse Ihrer Kunden versteht und zuverlässig erfüllt. Bei reboVet, einem der führenden Großhändler für Tierarztpraxen in Deutschland, bieten wir Ihnen ein Umfeld, in dem Ihre Weiterentwicklung und Ideen gefördert werden und spannende Projekte an der Tagesordnung stehen. Mit einem beeindruckenden Sortiment von über 30.000 Produkten und einer tiefen Verbundenheit zu unseren Kunden setzen wir neue Maßstäbe. Gemeinsam entwickeln wir maßgeschneiderte Lösungen für Tierarztpraxen – und das macht uns zum Partner der Wahl. Sind Sie bereit, Ihre Karriere auf das nächste Level zu heben? Dann verstärken Sie unser Team und werden Sie Teil unserer Erfolgsgeschichte! Aufgaben: Akribische Pflege und Abgleich unserer Stammdaten (Kunden- und Artikelstammdaten); Arbeit nach vorgegebener Syntax Anwendung diverser Software-Lösunge",Database Administration,1778286653,https://www.arbeitnow.com/jobs/companies/rebovet-veterinar-fachgrosshandel-gmbh-und-co-kg/mitarbeiter-fur-die-stammdatenpflege-bocholt-274000,,2026-05-10
Arbeitnow,fachinformatiker-systemintegration-systemadministrator-trier-196882,Fachinformatiker Systemintegration / Systemadministrator (m/w/d),IT Fabrik Systemhaus GmbH u. Co.KG,Trier,On-site,,"Wir sind ein erfolgreiches IT Systemhaus und suchen motivierte Fachinformatiker (m/w/d), die uns mit ihrem Fachwissen und ihrer Leidenschaft für Technologien unterstützen. Als Teil unseres dynamischen Teams werdet ihr die Möglichkeit haben, an spannenden Projekten mitzuwirken und innovative Lösungen für unsere Kunden zu entwickeln. Wenn ihr mit uns die Zukunft der IT gestaltet möchtet, dann freuen wir uns auf eure Bewerbung. Die Aufgaben Konzeptionierung, Umsetzung und Betreuung von Microsoft 365 / Office 365 Strukturen Konfiguration und Administration von Windows Servern (2012/2016/2019) Konzeption, Umsetzung und Betreuung von virtuellen Systemen (HyperV, Vmware) Aufbau und Betreuung von Kundennetzen eigenverantwortliche Betreuung und Durchführung von IT-Projekten Kundensupport und Kundenbetreuung Hard- und Softwareinstallationen Systemanforderungen an dich sehr gute Kenntnisse in der Administration von Windows Servern/Clients gute Kenntnisse im Bereich Netzwerktechnik, Firewalls, Rou",System and Network Administration,1778286653,https://www.arbeitnow.com/jobs/companies/it-fabrik-systemhaus-gmbh-u-cokg/fachinformatiker-systemintegration-systemadministrator-trier-196882,,2026-05-10
Arbeitnow,fachinformatiker-systemintegration-systemadministrator-bitburg-429622,Fachinformatiker Systemintegration / Systemadministrator (m/w/d),IT Fabrik Systemhaus GmbH u. Co.KG,Bitburg,On-site,,"Wir sind ein erfolgreiches IT Systemhaus und suchen motivierte Fachinformatiker (m/w/d), die uns mit ihrem Fachwissen und ihrer Leidenschaft für Technologien unterstützen. Als Teil unseres dynamischen Teams werdet ihr die Möglichkeit haben, an spannenden Projekten mitzuwirken und innovative Lösungen für unsere Kunden zu entwickeln. Wenn ihr mit uns die Zukunft der IT gestaltet möchtet, dann freuen wir uns auf eure Bewerbung. Die Aufgaben Konzeptionierung, Umsetzung und Betreuung von Microsoft 365 / Office 365 Strukturen Konfiguration und Administration von Windows Servern (2012/2016/2019) Konzeption, Umsetzung und Betreuung von virtuellen Systemen (HyperV, Vmware) Aufbau und Betreuung von Kundennetzen eigenverantwortliche Betreuung und Durchführung von IT-Projekten Kundensupport und Kundenbetreuung Hard- und Softwareinstallationen Systemanforderungen an dich sehr gute Kenntnisse in der Administration von Windows Servern/Clients gute Kenntnisse im Bereich Netzwerktechnik, Firewalls, Rou",System and Network Administration,1778286652,https://www.arbeitnow.com/jobs/companies/it-fabrik-systemhaus-gmbh-u-cokg/fachinformatiker-systemintegration-systemadministrator-bitburg-429622,,2026-05-10
Arbeitnow,auszubildende-fachinformatiker-systemintegration-bitburg-244631,Auszubildende Fachinformatiker Systemintegration (m/w/d),IT Fabrik Systemhaus GmbH u. Co.KG,Bitburg,On-site,,"Du bist ein Technik Freak mit einem Faible für IT? Dann bist du bei uns genau richtig! Wir suchen für den Ausbildungsstart am 1. August 2026 mehrere neugierige Fachinformatiker Azubis. Wir zeigen dir, dass IT nicht trocken und kompliziert sein muss. Bei uns ist kein Tag wie der andere: ob Cloud-Lösungen, VoIP oder Managed Services – hier lernst du alles aus erster Hand. Wir leben Werte wie Teamwork, Innovation und Ehrlichkeit und suchen jemanden, der genauso leidenschaftlich und neugierig ist wie wir. Bist du bereit, die IT-Welt mit uns neu zu gestalten? Dann freuen wir uns auf dich! Ausbildung: • Dauer: 3 Jahre • Ausbildungsbeginn: 1. August 2026 Aufgaben: • Planung und Konfiguration von IT-Systemen • Einrichtung, Betrieb und Verwaltung von komplexen Informations- und Kommunikations-Lösungen • Vernetzung von Hard- und Softwareinfrastrukturen • Beratung und Bereitstellung von Benutzerendgeräten sowie deren Support (ServiceDesk und Vor-Ort-Service) Wir freuen uns über: • Schulabschluss:",System and Network Administration,1778286652,https://www.arbeitnow.com/jobs/companies/it-fabrik-systemhaus-gmbh-u-cokg/auszubildende-fachinformatiker-systemintegration-bitburg-244631,,2026-05-10
Arbeitnow,ki-entwickler-innovation-specialist-bitburg-120971,KI-Entwickler & Innovation Specialist (m/w/d),IT Fabrik Systemhaus GmbH u. Co.KG,Bitburg,On-site,,"<h2>Deine Mission</h2> Als KI-Entwickler &#x26; Innovation Specialist (m/w/d) wirst du bei uns zum Zukunftstreiber. Ob du bereits Spezialist bist oder auf dem Weg dorthin, wir unterstützen dich dabei, dein volles Potenzial zu entfalten: KI-Lösungen entwerfen, trainieren und produktiv einsetzen Interne Abläufe analysieren und intelligente Automatisierungen schaffen Unsere bestehenden Produkte durch KI weiterentwickeln Neue KI-basierte Services für unsere Kunden aufbauen Trends frühzeitig erkennen und in praxistaugliche Lösungen übersetzen <h2>Was du mitbringst</h2> Begeisterung für künstliche Intelligenz, Automatisierung &#x26; moderne Technologien Solide technische Basis (z. B. IT-Ausbildung, Informatik-Interesse oder praktische Erfahrung) Freude daran, Neues zu lernen und Bestehendes zu verbessern Strukturiertes Denken und den Ehrgeiz, Dinge „richtig“ zu machen Lust darauf, Verantwortung zu übernehmen und Ideen voranzubringen <h2></h2> <h2>Was dich erwartet</h2> Eine fundierte, praxis",Software Development,1778286651,https://www.arbeitnow.com/jobs/companies/it-fabrik-systemhaus-gmbh-u-cokg/ki-entwickler-innovation-specialist-bitburg-120971,,2026-05-10
Arbeitnow,cluster-revenue-manager-cologne-142834,Cluster Revenue Manager (m/w/d),Event Hotels,Cologne,On-site,,"Zur Verstärkung unserer zentralen Revenue Abteilung suchen wir Dich als Cluster Revenue Manager (m/w/d) in Vollzeit mit Dienstsitz in Köln oder Berlin. Das erwartet Dich: • Abwechslungsreiche Tätigkeiten, tolles Arbeitsklima &#x26; sehr gute Arbeitsbedingungen in einem aufgeschlossenen Team • Berufliche &#x26; fachliche Weiterentwicklung in einem Multi- Brand-Portfolio • Möglicher Arbeitsplatz in Berlin oder Köln • Ein attraktives Gehaltspaket • Benefits wie z.B. Incentive-Programm, Mitarbeiterraten in den zugehörigen Hotels, Nutzung von Corporate Benefits Zu Deinen Aufgaben zählen: • Analysen des Marktes, der Nachfrage &#x26; des Geschäftsaufkommens • Entwicklung &#x26; Implementierung von Preis- &#x26; Yield-Strategien in den zu betreuenden Hotels • Qualitätsmanagement auf Systemebene • Enge Zusammenarbeit mit den Hotelteams &#x26; gesamten zentralisierten Revenue Team • Regelmäßige Teilnahme an Meetings &#x26; Besprechungen mit den Hotels Du bringst mit: • Analytisches Denkvermögen ",Marketing and Communication,1778286651,https://www.arbeitnow.com/jobs/companies/event-hotels/cluster-revenue-manager-cologne-142834,,2026-05-10
Arbeitnow,founders-associate-intern-munich-189457,Founder's Associate Intern,Doctario GmbH,Munich,On-site,Internship,"Das deutsche Gesundheitswesen ist ein €341-Milliarden-Markt – einer der größten und zugleich am wenigsten digitalisierten der Welt. Wir bauen die KI-Infrastruktur, die ihn neu organisiert. Doctario automatisiert die Privatabrechnung nach GOÄ – einen Prozess, der heute in deutschen Kliniken und Praxen größtenteils manuell läuft. Unser Produkt ist live, Kunden zahlen, und die Pipeline ist voller, als wir bedienen können. Anfang des Jahres haben wir in unter vier Wochen eine Seed-Runde knapp unterhalb der siebenstelligen Marke geschlossen. Jetzt suchen wir den ersten Founders Associate Intern. <h2>Aufgaben</h2> Du arbeitest direkt mit den Foundern. Was auf seinem Schreibtisch landet, landet auf deinem: ein Klinik-Pitch in zwei Tagen, ein Investor-Update, ein Sales-Prozess, der noch nicht existiert, eine Markteintritts-Frage ohne offensichtliche Antwort. Du nimmst diese Themen, strukturierst sie, und lieferst. Strategisch, wenn das Problem strategisch ist. Operativ, wenn es operativ ist. M",Business Development,1778275843,https://www.arbeitnow.com/jobs/companies/doctario-gmbh/founders-associate-intern-munich-189457,,2026-05-10
Arbeitnow,devops-engineer-brandenburg-487435,DevOps-Engineer (m/w/d),IT42morrow IFT GmbH,Brandenburg,Remote,,"IT42morrow steht für Innovation und Dynamik in der IT-Welt. Mit einer Palette von spannenden Projekten und einer Kultur, die Wachstum und Diversität fördert, sind wir auf der Suche nach einem neuen Star in unserem DevOps-Team. Egal, ob du ein erfahrener Profi oder ein begeisterter Neuling mit einer Leidenschaft für Technologie bist – wenn du bereit bist, in die Welt der großen IT-Umgebungen einzutauchen, sollten wir uns unterhalten! <h2>Aufgaben</h2> Dein neues Spielfeld: Nimm das Ruder in die Hand bei der Betreuung von Cloud-Umgebungen und der Steuerung von CI/CD-Pipelines. Zeige deine Skills in der Automatisierung und Optimierung von Prozessen. Werde zum Detektiv, wenn es darum geht, Schwachstellen aufzuspüren. Du baust Brücken zwischen Entwicklung und Infrastruktur? Das ist dein Ding! <h2>Qualifikation</h2> Mögliche Techstacks unserer Kundenprojekte: Tech-Enthusiast: Neue Technologien ziehen Sie magisch an. Du bist immer up-to-date und brennen darauf, Innovationen praktisch anzuwend",Remote|Software Development,1778275841,https://www.arbeitnow.com/jobs/companies/it42morrow-ift-gmbh/devops-engineer-brandenburg-487435,,2026-05-10
Arbeitnow,fullstack-entwickler-java-frankfurt-am-main-24693,Fullstack-Entwickler Java (m/w/d),IT42morrow IFT GmbH,Frankfurt am Main,On-site,,"IT42morrow steht für Innovation und Dynamik in der IT-Welt. Mit einer Palette von spannenden Projekten und einer Kultur, die Wachstum und Diversität fördert, sind wir auf der Suche nach einem neuen Star in unserem Entwickler-Team. Egal, ob Du ein erfahrener Profi oder ein begeisterter Neuling mit einer Leidenschaft für Technologie bist – wenn Du bereit bist, in die Welt der großen IT-Umgebungen einzutauchen, sollten wir uns unterhalten! <h2>Aufgaben</h2> Übernimm die Kontrolle bei der Entwicklung und Wartung von Fullstack-Java-Anwendungen. Zeige deine Fähigkeiten in der Frontend- und Backend-Entwicklung und der Integration von Datenbanken. Werde zum Problemlöser, wenn es um die Behebung von Bugs und die Optimierung der Performance geht. Du baust Brücken zwischen Benutzeroberfläche und Serverlogik? Das ist dein Ding! <h2>Qualifikation</h2> Fullstack-Profi: Du bist versiert in Java und haben Erfahrung mit Frontend-Technologien wie React oder Angular und Backend-Frameworks wie Spring und ",Software Development,1778275840,https://www.arbeitnow.com/jobs/companies/it42morrow-ift-gmbh/fullstack-entwickler-java-frankfurt-am-main-24693,,2026-05-10
Arbeitnow,staff-mobile-engineer-all-genders-berlin-153853,Staff Mobile Engineer (all genders),Urban Sports Club,"Berlin, Berlin, Deutschland",On-site,,"<h3>Meet Urban Sports Club</h3> We are among the leading platforms for sports and wellness in Europe, dedicated to inspiring people to live active, healthy lives. With just one membership we offer access to thousands of fitness and wellness experiences across the continent. But what truly sets us apart? We believe our people are at the heart of everything we do. If you're curious about how we work, what we value and how you might grow with us, explore our<a href=""https://culture.urbansportsclub.com/de/jobs""> Culture Hub &amp; Career Opportunities</a>. *Big news: Wellhub and Urban Sports Club unite!* Urban Sports Club is now a proud part of Wellhub, creating a global wellbeing ecosystem. Together, we connect 39,000 corporate clients and 97,000 wellness partners across 18 countries, offering millions of people even more ways to stay active and take care of their health. <h3>The opportunity&nbsp;</h3> We are looking for a Staff Mobile Engineer with a passion for building great user experi",,1778273123,https://www.arbeitnow.com/jobs/companies/urban-sports-club/staff-mobile-engineer-all-genders-berlin-153853,,2026-05-10
Arbeitnow,senior-recruiter-flixtrain-berlin-450789,Senior Recruiter (m/f/d) – FlixTrain,Flix,"Berlin, Berlin, Germany",On-site,,"<p style=""line-height: 1.4;""><span style=""font-size: 12pt;"">Bei FlixTrain gestaltest du die Zukunft der Mobilität aktiv mit. Wir bieten dir nicht nur sichere Arbeitsplätze sowie attraktive Zusatzleistungen, sondern auch ein dynamisches, internationales Umfeld, in dem deine Ideen echten Einfluss haben.</span> <p style=""line-height: 1.4;""><span style=""font-size: 12pt;"">Mit dem weiteren Wachstum unseres Train Geschäfts suchen wir einen Senior Recruiter (m/w/d), der/die das Recruiting für FlixTrain maßgeblich prägt und vorantreibt</span> <p style=""line-height: 1.4;""><span style=""font-size: 12pt;"">Du handelst eigenständig, setzt klare Prioritäten und findest deinen Weg auch dann, wenn sich Rahmenbedingungen schnell ändern? Bei FlixTrain verantwortest du das End to End Recruiting für ein breites Rollenspektrum über verschiedene Senioritätsstufen hinweg – und bist echte Sparringspartner:in für Senior Stakeholder mit aktivem Einfluss auf Hiring Entscheidungen. Du arbeitest in einem vierköpfige",,1778273122,https://www.arbeitnow.com/jobs/companies/flix/senior-recruiter-flixtrain-berlin-450789,,2026-05-10
Arbeitnow,senior-software-engineer-typescript-nestjs-nodejs-berlin-82074,"Senior Software Engineer (TypeScript, NestJS/Node.js) (m/f/x)",Atolls,"Berlin, Berlin, Germany",On-site,,"<div class=""content-intro""> <img style=""display: block; max-width: 100%;"" src=""https://atolls.com/wp-content/uploads/2025/10/Atolls-Banner_01_Greenhouse_1400x200-scaled.jpg"" alt=""Atolls top banner""> <hr> <h3 class=""mb-2 whitespace-pre-wrap"">Atolls is the world's largest community-driven shopping platform, active in 20+ markets.&nbsp;</h3> <p class=""mb-2 whitespace-pre-wrap"">We help millions make smarter spending decisions across discovery, evaluation, and (re-)purchase by connecting people with the right brands and retailers. <p class=""mb-2 whitespace-pre-wrap"">Our 1,000+ team across 10 countries builds products used every day at global scale, where you'll have real ownership and see your impact. Want to shape the destinations people rely on to shop with confidence? Keep reading. </div><section> <section><hr> <h3>About This Role:</h3> <p data-pm-slice=""1 1 []"">We are looking for a Senior Backend Engineer (TypeScript, NestJS/Node.js) to join our Fulfilment team in&nbsp;Berlin. At Atolls",,1778273121,https://www.arbeitnow.com/jobs/companies/atolls/senior-software-engineer-typescript-nestjs-nodejs-berlin-82074,,2026-05-10
Arbeitnow,marketing-manager-brand-content-munich-226274,Marketing Manager (w/m/d) Brand & Content,Skalar,Munich,On-site,berufseinstieg,"SKALAR – Wir bauen die digitale Steuerberatung der Zukunft Unser Ziel ist radikal: Steuerberatung komplett neu denken - einfacher, schneller und transparenter für Mandanten und Kanzleiteam zugleich. Wo andere Kanzleien mit manuellen Prozessen, langen Wartezeiten und intransparenter Kommunikation kämpfen, bauen wir ein völlig neues Erlebnis - digital, proaktiv, KI-gestützt. Wir sind ein erfahrenes Gründerteam aus Kanzleimanagern und Unternehmern mit einem Exit-Track-Record von 140 Mio. € und suchen in der Frühphase unserer VC-finanzierten Gründung ambitionierte Persönlichkeiten, die gemeinsam mit uns eine der führenden Kanzleien Deutschlands aufbauen. Deine Rolle Als Marketing Manager:in Brand &#x26; Content bist du verantwortlich dafür, wie Skalar wahrgenommen wird – online wie offline. Du baust unsere Marke auf, produzierst die Inhalte, die unsere Zielgruppe erreichen, und sorgst dafür, dass unser Name in der Branche zum Begriff wird. Du arbeitest in einem engen Trio mit unserem Found",Marketing Manager,1778268628,https://www.arbeitnow.com/jobs/companies/skalar/marketing-manager-brand-content-munich-226274,,2026-05-10
Arbeitnow,senior-ux-ui-designer-berlin-470202,Senior UX/UI Designer (d/w/m),Rulemapping Group GmbH,Berlin,On-site,berufserfahren,"<h2>Aufgaben</h2> Du konzipierst und gestaltest visuell und interaktiv exzellente Benutzeroberflächen für unsere SaaS-Produkte – höchstes handwerkliches Niveau ist dein Anspruch, nicht unserer. Du baust unser zentrales Designsystem in Figma strategisch auf, pflegst es und dokumentierst es mit der Disziplin, die ein verlässlich skalierendes System aus Tokens, Komponenten und Patterns erfordert. Du gestaltest präzise Microinteractions, States und Übergänge, die das Produkterlebnis spürbar heben. Du arbeitest eng mit Product Management, Engineering und QA über den gesamten Produktentwicklungszyklus zusammen. Du setzt generative KI souverän und neugierig in deiner täglichen Designarbeit ein – für Ideation, Exploration, Prototyping und Asset-Generierung. Du übersetzt Design-Intent in präzise Prompts, bewertest Outputs kritisch und lenkst sie gezielt in Richtung Designqualität. Du verfügst über solides Frontend-Verständnis (HTML, CSS, komponentenbasiertes Denken) – auf einem Niveau, das Komm",Media|Screen and Web Design,1778265042,https://www.arbeitnow.com/jobs/companies/rulemapping-group-gmbh/senior-ux-ui-designer-berlin-470202,,2026-05-10
Arbeitnow,academy-manager-berlin-253787,Academy Manager (d/w/m),Rulemapping Group GmbH,Berlin,On-site,berufserfahren,"Die Rulemapping Group GmbH mit Sitz in Berlin steht für Innovation an der Schnittstelle von Recht und Technologie. Unsere Mission: komplexe bürokratische Prozesse vereinfachen, beschleunigen und für alle nachvollziehbar machen. Mit unserer einzigartigen Rulemapping-Methode und Rule AI entwickeln wir Lösungen, die Unternehmen von bürokratischem Aufwand entlasten, Menschen den Zugang zu Recht erleichtern und Verwaltung neu denken lassen. Unterstützt durch die Bundesagentur für Sprunginnovationen SPRIND, gestalten wir den Standard für die Digitalisierung und Automatisierung regelbasierter Entscheidungsprozesse. Die Rulemapping Solutions GmbH ist die operative Tochter der Rulemapping Group GmbH. Gemeinsam mit dir wollen wir diese Vision weiter vorantreiben und die Welt der Regeln und Gesetze revolutionieren! <h2>Aufgaben</h2> Du baust unsere Academy auf – von der Strategie bis zur Implementierung. So ermöglichst du Kunden, Partnern und unserem Team, unsere Produkte schnell und inter",Project Management,1778263247,https://www.arbeitnow.com/jobs/companies/rulemapping-group-gmbh/academy-manager-berlin-253787,,2026-05-10
Arbeitnow,automation-engineer-all-levels-berlin-136643,Automation Engineer (all levels) (d/w/m),Rulemapping Group GmbH,Berlin,On-site,,"Die Rulemapping Group GmbH mit Sitz in Berlin steht für Innovation an der Schnittstelle von Recht und Technologie. Unsere Mission: komplexe bürokratische Prozesse vereinfachen, beschleunigen und für alle nachvollziehbar machen. Mit unserer einzigartigen Rulemapping-Methode und Rule AI entwickeln wir Lösungen, die Unternehmen von bürokratischem Aufwand entlasten, Menschen den Zugang zu Recht erleichtern und Verwaltung neu denken lassen. Unterstützt durch die Bundesagentur für Sprunginnovationen SPRIND, gestalten wir den Standard für die Digitalisierung und Automatisierung regelbasierter Entscheidungsprozesse. Die Rulemapping Solutions GmbH ist die operative Tochter der Rulemapping Group GmbH. Gemeinsam mit dir wollen wir diese Vision weiter vorantreiben und die Welt der Regeln und Gesetze revolutionieren! <h2>Aufgaben</h2> Du arbeitest als Teil unseres Delivery Teams mit Kund:innen aus dem öffentlichen und privaten Sektor daran, unsere Mission zum Leben zu erwecken. Du arbeitest ",Consulting|Engineering,1778263247,https://www.arbeitnow.com/jobs/companies/rulemapping-group-gmbh/automation-engineer-all-levels-berlin-136643,,2026-05-10
Arbeitnow,senior-b2b-strategy-consultant-dusseldorf-21681,(Senior) B2B Strategy Consultant (m/w/d),inboundfriends,Düsseldorf,On-site,,"Du willst nicht einfach Marketingkonzepte abliefern. Du willst verstehen, wie B2B-Unternehmen wirklich wachsen und diesen Wachstumspfad mit deinen Kunden gemeinsam bauen. Als (Senior) B2B Strategy Consultant berätst du direkt auf Entscheider-Ebene und entwickelst gemeinsam mit unseren Kunden integrierte Go-to-Market-Strategien und steuerst eigenständig die Beratungs- und Umsetzungsprojekte, die daraus entstehen. Wir sind eine 2022 gegründete B2B-Beratung, die sich auf die Schnittstelle von Strategie, Marketing und Sales spezialisiert hat - mit HubSpot als zentralem technologischen Rückgrat. Unsere Kunden sind ambitionierte Software-, SaaS-, IT- und Beratungsunternehmen im DACH-Raum, die systematisches Wachstum anstreben. Für unseren neuen Standort in Düsseldorf, suchen wir eine Person, die diese Entwicklung tatkräftig mitgestalten will. <h2>Aufgaben</h2> Strategische Beratung unserer Kunden in direkter Zusammenarbeit mit Verantwortlichen aus Marketing und Sales sowie mit der Geschäftsf",Consulting,1778261435,https://www.arbeitnow.com/jobs/companies/inboundfriends/senior-b2b-strategy-consultant-dusseldorf-21681,,2026-05-10
